Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
United Kingdom,Consumer Confidence,1984-04-30T00:00:00,-2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1984-05-31T00:00:00,-1,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1984-06-30T00:00:00,-4,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1984-07-31T00:00:00,-10,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1984-08-31T00:00:00,-10,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1984-09-30T00:00:00,-8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1984-10-31T00:00:00,-9,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1984-11-30T00:00:00,-6,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1984-12-31T00:00:00,-7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1985-01-31T00:00:00,-6,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1985-02-28T00:00:00,-18,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1985-03-31T00:00:00,-13,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1985-04-30T00:00:00,-11,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1985-05-31T00:00:00,-10,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1985-06-30T00:00:00,-11,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1985-07-31T00:00:00,-10,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1985-08-31T00:00:00,-12,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1985-09-30T00:00:00,-9,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1985-10-31T00:00:00,-7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1985-11-30T00:00:00,-7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1985-12-31T00:00:00,-7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1986-01-31T00:00:00,-11,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1986-02-28T00:00:00,-14,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1986-03-31T00:00:00,-11,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1986-04-30T00:00:00,-8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1986-05-31T00:00:00,-8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1986-06-30T00:00:00,-6,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1986-07-31T00:00:00,-3,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1986-08-31T00:00:00,-5,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1986-09-30T00:00:00,-6,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1986-10-31T00:00:00,-3,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1986-11-30T00:00:00,-3,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1986-12-31T00:00:00,-6,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1987-01-31T00:00:00,-4,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1987-02-28T00:00:00,0,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1987-03-31T00:00:00,0,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1987-04-30T00:00:00,4,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1987-05-31T00:00:00,6,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1987-06-30T00:00:00,10,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1987-07-31T00:00:00,9,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1987-08-31T00:00:00,8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1987-09-30T00:00:00,5,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1987-10-31T00:00:00,8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1987-11-30T00:00:00,5,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1987-12-31T00:00:00,3,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1988-01-31T00:00:00,7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1988-02-29T00:00:00,3,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1988-03-31T00:00:00,5,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1988-04-30T00:00:00,5,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1988-05-31T00:00:00,8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1988-06-30T00:00:00,9,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1988-07-31T00:00:00,7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1988-08-31T00:00:00,2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1988-09-30T00:00:00,-2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1988-10-31T00:00:00,-5,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1988-11-30T00:00:00,-3,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1988-12-31T00:00:00,-12,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1989-01-31T00:00:00,-13,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1989-02-28T00:00:00,-11,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1989-03-31T00:00:00,-16,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1989-04-30T00:00:00,-17,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1989-05-31T00:00:00,-12,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1989-06-30T00:00:00,-17,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1989-07-31T00:00:00,-18,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1989-08-31T00:00:00,-15,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1989-09-30T00:00:00,-15,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1989-10-31T00:00:00,-29,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1989-11-30T00:00:00,-26,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1989-12-31T00:00:00,-25,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1990-01-31T00:00:00,-19,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1990-02-28T00:00:00,-24,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1990-03-31T00:00:00,-35,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1990-04-30T00:00:00,-31,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1990-05-31T00:00:00,-30,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1990-06-30T00:00:00,-27,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1990-07-31T00:00:00,-24,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1990-08-31T00:00:00,-26,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1990-09-30T00:00:00,-29,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1990-10-31T00:00:00,-27,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1990-11-30T00:00:00,-29,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1990-12-31T00:00:00,-19,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1991-01-31T00:00:00,-24,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1991-02-28T00:00:00,-27,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1991-03-31T00:00:00,-21,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1991-04-30T00:00:00,-20,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1991-05-31T00:00:00,-19,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1991-06-30T00:00:00,-19,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1991-07-31T00:00:00,-19,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1991-08-31T00:00:00,-15,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1991-09-30T00:00:00,-11,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1991-10-31T00:00:00,-10,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1991-11-30T00:00:00,-13,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1991-12-31T00:00:00,-15,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1992-01-31T00:00:00,-17,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1992-02-29T00:00:00,-17,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1992-03-31T00:00:00,-15,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1992-04-30T00:00:00,-9,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1992-05-31T00:00:00,-2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1992-06-30T00:00:00,-7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1992-07-31T00:00:00,-12,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1992-08-31T00:00:00,-19,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1992-09-30T00:00:00,-21,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1992-10-31T00:00:00,-28,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1992-11-30T00:00:00,-28,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1992-12-31T00:00:00,-23,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1993-01-31T00:00:00,-13,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1993-02-28T00:00:00,-19,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1993-03-31T00:00:00,-17,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1993-04-30T00:00:00,-18,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1993-05-31T00:00:00,-6,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1993-06-30T00:00:00,-13,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1993-07-31T00:00:00,-12,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1993-08-31T00:00:00,-7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1993-09-30T00:00:00,-7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1993-10-31T00:00:00,-11,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1993-11-30T00:00:00,-15,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1993-12-31T00:00:00,-15,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1994-01-31T00:00:00,-7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1994-02-28T00:00:00,-13,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1994-03-31T00:00:00,-17,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1994-04-30T00:00:00,-18,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1994-05-31T00:00:00,-15,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1994-06-30T00:00:00,-12,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1994-07-31T00:00:00,-11,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1994-08-31T00:00:00,-8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1994-09-30T00:00:00,-9,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1994-10-31T00:00:00,-11,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1994-11-30T00:00:00,-8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1994-12-31T00:00:00,-18,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1995-01-31T00:00:00,-9,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1995-02-28T00:00:00,-12,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1995-03-31T00:00:00,-14,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1995-04-30T00:00:00,-12,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1995-06-30T00:00:00,-10,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1995-07-31T00:00:00,-7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1995-08-31T00:00:00,-7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1995-09-30T00:00:00,-8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1995-10-31T00:00:00,-8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1995-11-30T00:00:00,-10,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1995-12-31T00:00:00,-11,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1996-01-31T00:00:00,-5,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1996-02-29T00:00:00,-9,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1996-03-31T00:00:00,-8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1996-04-30T00:00:00,-8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1996-05-31T00:00:00,-6,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1996-06-30T00:00:00,-7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1996-07-31T00:00:00,-4,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1996-08-31T00:00:00,-3,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1996-09-30T00:00:00,-1,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1996-10-31T00:00:00,-3,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1996-11-30T00:00:00,1,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1996-12-31T00:00:00,-4,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1997-01-31T00:00:00,2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1997-02-28T00:00:00,2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1997-03-31T00:00:00,1,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1997-04-30T00:00:00,-1,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1997-05-31T00:00:00,6,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1997-06-30T00:00:00,8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1997-07-31T00:00:00,8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1997-08-31T00:00:00,9,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1997-09-30T00:00:00,8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1997-10-31T00:00:00,7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1997-11-30T00:00:00,2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1997-12-31T00:00:00,0,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1998-01-31T00:00:00,4,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1998-02-28T00:00:00,4,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1998-03-31T00:00:00,2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1998-04-30T00:00:00,4,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1998-05-31T00:00:00,7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1998-06-30T00:00:00,2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1998-07-31T00:00:00,-1,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1998-08-31T00:00:00,-5,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1998-09-30T00:00:00,-3,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1998-10-31T00:00:00,-9,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1998-11-30T00:00:00,-7,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1998-12-31T00:00:00,-8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1999-01-31T00:00:00,-3,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1999-02-28T00:00:00,-1,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1999-03-31T00:00:00,1,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1999-04-30T00:00:00,1,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1999-05-31T00:00:00,5,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1999-06-30T00:00:00,5,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1999-07-31T00:00:00,2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1999-08-31T00:00:00,4,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1999-09-30T00:00:00,2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1999-10-31T00:00:00,2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1999-11-30T00:00:00,-2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,1999-12-31T00:00:00,1,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2000-01-31T00:00:00,8,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2000-02-29T00:00:00,2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2000-03-31T00:00:00,-2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2000-04-30T00:00:00,-4,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2000-05-31T00:00:00,2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2000-06-30T00:00:00,0,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2000-07-31T00:00:00,-3,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2000-08-31T00:00:00,1,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2000-09-30T00:00:00,-5,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2000-10-31T00:00:00,0,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2000-11-30T00:00:00,-2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2000-12-31T00:00:00,-1,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2001-01-31T00:00:00,5,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2001-02-28T00:00:00,2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2001-03-31T00:00:00,3,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2001-04-30T00:00:00,1,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2001-05-31T00:00:00,2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2001-06-30T00:00:00,6,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2001-07-31T00:00:00,4,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2001-08-31T00:00:00,0,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2001-09-30T00:00:00,-1,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2001-10-31T00:00:00,-6,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2001-11-30T00:00:00,-3,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2001-12-31T00:00:00,-1,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2002-01-31T00:00:00,6,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2002-02-28T00:00:00,5,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2002-03-31T00:00:00,3,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2002-04-30T00:00:00,4,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2002-05-31T00:00:00,6,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2002-06-30T00:00:00,6,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2002-07-31T00:00:00,2,Monthly,UKCCI,2011-06-27T00:00:00
United Kingdom,Consumer Confidence,2002-08-31T00:00:00,2,Monthly,UKCCI,2011-06-27T00:00:00
